Gene Id: 	 Protein Id: DAA00620.1	 Virus Id: AC_000007.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 552
Gene Id: MC109L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1385
Gene Id: MC109L	 Protein Id: AAC55237.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1382
Gene Id: MC110L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2123
Gene Id: MC110L	 Protein Id: AAC55238.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2120
Gene Id: MC111R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1307
Gene Id: MC111R	 Protein Id: AAC55239.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1304
Gene Id: MC112L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 386
Gene Id: MC112L	 Protein Id: AAC55240.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 383
Gene Id: MC113L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2669
Gene Id: MC113L	 Protein Id: AAC55241.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2666
Gene Id: MC114R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 914
Gene Id: MC114R	 Protein Id: AAC55242.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 911
Gene Id: MC115L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 536
Gene Id: MC115L	 Protein Id: AAC55243.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 533
Gene Id: MC116R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 203
Gene Id: MC116R	 Protein Id: AAC55244.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 200
Gene Id: MC117L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 206
Gene Id: MC117L	 Protein Id: AAC55245.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 203
Gene Id: MC118L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 284
Gene Id: MC118L	 Protein Id: AAC55246.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 281
Gene Id: MC119L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 161
Gene Id: MC119L	 Protein Id: AAC55247.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 158
Gene Id: MC120L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 290
Gene Id: MC120L	 Protein Id: AAC55248.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 287
Gene Id: MC121L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1094
Gene Id: MC121L	 Protein Id: AAC55249.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1091
Gene Id: MC122L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 539
Gene Id: MC122L	 Protein Id: AAC55250.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 536
Gene Id: MC123R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2084
Gene Id: MC123R	 Protein Id: AAC55251.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2081
Gene Id: MC124L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 236
Gene Id: MC124L	 Protein Id: AAC55252.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 233
Gene Id: MC125L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 344
Gene Id: MC125L	 Protein Id: AAC55253.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 341
Gene Id: MC126R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1430
Gene Id: MC126R	 Protein Id: AAC55254.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1427
Gene Id: MC127R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 848
Gene Id: MC127R	 Protein Id: AAC55255.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 845
Gene Id: MC128R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1151
Gene Id: MC128R	 Protein Id: AAC55256.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1148
Gene Id: MC129R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3497
Gene Id: MC129R	 Protein Id: AAC55257.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3494
Gene Id: MC130L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1355
Gene Id: MC130L	 Protein Id: AAC55258.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1352
Gene Id: MC131L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1541
Gene Id: MC131L	 Protein Id: AAC55259.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1538
Gene Id: MC132L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 689
Gene Id: MC132L	 Protein Id: AAC55260.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 686
Gene Id: MC133L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1640
Gene Id: MC133L	 Protein Id: AAC55261.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1637
Gene Id: MC134L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 425
Gene Id: MC134L	 Protein Id: AAC55262.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 422
Gene Id: MC135L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 911
Gene Id: MC135L	 Protein Id: AAC55263.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 908
Gene Id: MC136L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 203
Gene Id: MC136L	 Protein Id: AAC55264.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 200
Gene Id: MC137L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 170
Gene Id: MC137L	 Protein Id: AAC55265.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 167
Gene Id: MC138R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 353
Gene Id: MC138R	 Protein Id: AAC55266.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 350
Gene Id: MC139R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 353
Gene Id: MC139R	 Protein Id: AAC55267.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 350
Gene Id: MC140L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 749
Gene Id: MC140L	 Protein Id: AAC55268.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 746
Gene Id: MC141R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1085
Gene Id: MC141R	 Protein Id: AAC55269.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1082
Gene Id: MC142R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 551
Gene Id: MC142R	 Protein Id: AAC55270.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 548
Gene Id: MC143R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 479
Gene Id: MC143R	 Protein Id: AAC55271.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 476
Gene Id: MC144R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1928
Gene Id: MC144R	 Protein Id: AAC55272.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1925
Gene Id: MC145R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 701
Gene Id: MC145R	 Protein Id: AAC55273.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 698
Gene Id: MC146R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1220
Gene Id: MC146R	 Protein Id: AAC55274.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1217
Gene Id: MC147R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 296
Gene Id: MC147R	 Protein Id: AAC55275.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 293
Gene Id: MC148R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 314
Gene Id: MC148R	 Protein Id: AAC55276.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 311
Gene Id: MC149R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 926
Gene Id: MC149R	 Protein Id: AAC55277.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 923
Gene Id: MC150R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 332
Gene Id: MC150R	 Protein Id: AAC55278.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 329
Gene Id: MC151L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 458
Gene Id: MC151L	 Protein Id: AAC55279.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 455
Gene Id: MC152R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1064
Gene Id: MC152R	 Protein Id: AAC55280.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1061
Gene Id: MC153R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1295
Gene Id: MC153R	 Protein Id: AAC55281.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1292
Gene Id: MC154R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1265
Gene Id: MC154R	 Protein Id: AAC55282.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1262
Gene Id: MC155R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1010
Gene Id: MC155R	 Protein Id: AAC55283.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1007
Gene Id: MC156R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 221
Gene Id: MC156R	 Protein Id: AAC55284.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 218
Gene Id: MC157R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1358
Gene Id: MC157R	 Protein Id: AAC55285.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1355
Gene Id: MC158R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 548
Gene Id: MC158R	 Protein Id: AAC55286.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 545
Gene Id: MC159L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 725
Gene Id: MC159L	 Protein Id: AAC55287.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 722
Gene Id: MC160L	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1115
Gene Id: MC160L	 Protein Id: AAC55288.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1112
Gene Id: MC161R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1436
Gene Id: MC161R	 Protein Id: AAC55289.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1433
Gene Id: MC162R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1598
Gene Id: MC162R	 Protein Id: AAC55290.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1595
Gene Id: MC163R	 Protein Id: 	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1862
Gene Id: MC163R	 Protein Id: AAC55291.1	 Virus Id: NC_001731.1	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1859
Gene Id: LAT	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 7813
Gene Id: RL1	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1303
Gene Id: RL1	 Protein Id: AEV91337.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 494
Gene Id: RL1	 Protein Id: AEV91337.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 287
Gene Id: RL2	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3340
Gene Id: RL2	 Protein Id: AEV91338.2	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 74
Gene Id: RL2	 Protein Id: AEV91338.2	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 678
Gene Id: RL2	 Protein Id: AEV91338.2	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1747
Gene Id: UL1	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1597
Gene Id: UL1	 Protein Id: AEV91339.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 671
Gene Id: UL2	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1050
Gene Id: UL2	 Protein Id: AEV91340.2	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1001
Gene Id: UL3	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 741
Gene Id: UL3	 Protein Id: AEV91341.2	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 665
Gene Id: UL5	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3403
Gene Id: UL5	 Protein Id: AEV91343.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2642
Gene Id: UL4	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 691
Gene Id: UL4	 Protein Id: AEV91342.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 602
Gene Id: UL6	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2915
Gene Id: UL6	 Protein Id: AEV91344.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2033
Gene Id: UL7	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 904
Gene Id: UL7	 Protein Id: AEV91345.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 887
Gene Id: UL9	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4937
Gene Id: UL9	 Protein Id: AEV91347.2	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2612
Gene Id: UL8	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2272
Gene Id: UL8	 Protein Id: AEV91346.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2255
Gene Id: UL10	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1425
Gene Id: UL10	 Protein Id: AEV91348.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1400
Gene Id: UL14	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 4079
Gene Id: UL14	 Protein Id: AEV91352.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 656
Gene Id: UL13	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3666
Gene Id: UL13	 Protein Id: AEV91351.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1553
Gene Id: UL12	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2069
Gene Id: UL12	 Protein Id: AEV91350.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1859
Gene Id: UL11	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 291
Gene Id: UL11	 Protein Id: AEV91349.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 287
Gene Id: UL15	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 5860
Gene Id: UL15	 Protein Id: AEV91353.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1028
Gene Id: UL15	 Protein Id: AEV91353.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1172
Gene Id: UL17	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 3329
Gene Id: UL17	 Protein Id: AEV91355.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 2105
Gene Id: UL16	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1119
Gene Id: UL16	 Protein Id: AEV91354.1	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 1115
Gene Id: UL20	 Protein Id: 	 Virus Id: NC_001798.2	 Percentage of covered: 0.0 %	 Percentage of not covered: 100.0 %	 From: 6503
